row_idx,total_graders,num_available_graders,num_graders,spu_GED2_all,spu_E_IoU_SY_all,spu_E_IoU_SS_all,spu_E_IoU_YY_all,hpu_GED2_all,hpu_E_IoU_SY_all,hpu_E_IoU_SS_all,hpu_E_IoU_YY_all,spu_IoUrec_all,hpu_IoUrec_all,spu_Hungarian_all,hpu_Hungarian_all,num_nonempty_graders,spu_GED2_nonempty,spu_E_IoU_SY_nonempty,spu_E_IoU_SS_nonempty,spu_E_IoU_YY_nonempty,hpu_GED2_nonempty,hpu_E_IoU_SY_nonempty,hpu_E_IoU_SS_nonempty,hpu_E_IoU_YY_nonempty,spu_IoUrec_nonempty,hpu_IoUrec_nonempty,spu_Hungarian_nonempty,hpu_Hungarian_nonempty
11,4,1,4,0.04371165644171793,0.603144171779141,0.625,0.625,0.0059931506849315586,0.6220034246575342,0.625,0.625,0.9125766871165644,0.988013698630137,0.75,0.75,1,0.6993865030674846,0.6503067484662577,1.0,1.0,0.09589041095890405,0.952054794520548,1.0,1.0,0.6503067484662577,0.952054794520548,0.0,0.0
12,4,1,4,0.06487341772151911,0.5925632911392404,0.625,0.625,0.003968253968253954,0.623015873015873,0.625,0.625,0.870253164556962,0.9920634920634921,0.75,0.75,1,1.0379746835443038,0.4810126582278481,1.0,1.0,0.06349206349206349,0.9682539682539683,1.0,1.0,0.4810126582278481,0.9682539682539683,0.0,0.0
13,4,1,4,0.10227272727272729,0.5738636363636364,0.625,0.625,0.015151515151515138,0.6174242424242424,0.625,0.625,0.7954545454545454,0.9696969696969697,0.75,0.75,1,1.6363636363636362,0.18181818181818182,1.0,1.0,0.24242424242424243,0.8787878787878788,1.0,1.0,0.18181818181818182,0.8787878787878788,0.0,0.0
14,4,1,4,0.0625,0.59375,0.625,0.625,0.022959183673469497,0.6135204081632653,0.625,0.625,0.875,0.9540816326530612,0.75,0.5,1,1.0,0.5,1.0,1.0,0.36734693877551017,0.8163265306122449,1.0,1.0,0.5,0.8163265306122449,0.0,0.0
15,4,2,4,0.09454198278381098,0.33596548124928616,0.3811239193083573,0.385349025974026,0.011733490473523012,0.3792472838792837,0.3848790322580645,0.385349025974026,0.8115001411565426,0.976538255751739,0.5032467532467533,0.5064724919093851,2,0.3781679311352443,0.3438619249971445,0.5244956772334294,0.5413961038961039,0.04693396189409249,0.5169891355171348,0.5395161290322581,0.5413961038961039,0.6230002823130851,0.9530765115034778,0.0032467532467532387,0.00647249190938511
16,4,4,4,0.18912100502815843,0.4425162563221349,0.5450062364942887,0.5291472811781397,0.03017507870676095,0.5132320222049422,0.5274918419385057,0.5291472811781397,0.649803319462245,0.9407590499992367,0.19095438866283576,0.15427851672101942,4,0.18912100502815843,0.4425162563221349,0.5450062364942887,0.5291472811781397,0.03017507870676095,0.5132320222049422,0.5274918419385057,0.5291472811781397,0.649803319462245,0.9407590499992367,0.19095438866283576,0.15427851672101942
17,4,4,4,0.20472804112250753,0.5302039200753934,0.6251925717984778,0.6399433094748166,0.01953478919930951,0.6306277263414078,0.6408469324073086,0.6399433094748166,0.679247246410861,0.9611712765452431,0.40845989387766063,0.5421438255617377,4,0.20472804112250753,0.5302039200753934,0.6251925717984778,0.6399433094748166,0.01953478919930951,0.6306277263414078,0.6408469324073086,0.6399433094748166,0.679247246410861,0.9611712765452431,0.40845989387766063,0.5421438255617377
18,4,4,4,0.2536132665819577,0.6697405222623083,0.8146856665142044,0.7784086445923699,0.014153594885217724,0.7722443208991819,0.7802335920912117,0.7784086445923699,0.6977513568702817,0.9713471617940492,0.31032444314806423,0.5824475978327057,4,0.2536132665819577,0.6697405222623083,0.8146856665142044,0.7784086445923699,0.014153594885217724,0.7722443208991819,0.7802335920912117,0.7784086445923699,0.6977513568702817,0.9713471617940492,0.31032444314806423,0.5824475978327057
19,4,4,4,0.2122340530330975,0.7377125933113234,0.8555347602351195,0.8321244794206248,0.010587886971919813,0.827185111195508,0.8328336299423109,0.8321244794206248,0.7679420325047428,0.9780698136940579,0.5342263157306072,0.4222436460794614,4,0.2122340530330975,0.7377125933113234,0.8555347602351195,0.8321244794206248,0.010587886971919813,0.827185111195508,0.8328336299423109,0.8321244794206248,0.7679420325047428,0.9780698136940579,0.5342263157306072,0.4222436460794614
20,4,4,4,0.32570635208002763,0.6085602713048686,0.7443215292324521,0.7985053654573127,0.013206425357308316,0.793680560031623,0.8020621799632417,0.7985053654573127,0.6410248583324344,0.9742597080941162,0.18099048024271056,0.3606965187226578,4,0.32570635208002763,0.6085602713048686,0.7443215292324521,0.7985053654573127,0.013206425357308316,0.793680560031623,0.8020621799632417,0.7985053654573127,0.6410248583324344,0.9742597080941162,0.18099048024271056,0.3606965187226578
