step,loss,recon,kl,lr
56,0.6677284836769104,0.6657903790473938,0.0019381120800971985,0.0001
57,0.6653963923454285,0.6638702750205994,0.0015261359512805939,0.0001
58,0.6610721945762634,0.6597467660903931,0.001325409859418869,0.0001
59,0.6789538264274597,0.671700119972229,0.007253706455230713,0.0001
60,0.6678706407546997,0.6666940450668335,0.0011766143143177032,0.0001
61,0.6746006011962891,0.6702268719673157,0.004373732954263687,0.0001
62,0.6680795550346375,0.6665180921554565,0.0015614591538906097,0.0001
63,0.6661111116409302,0.6647214293479919,0.0013896562159061432,0.0001
64,0.6560385823249817,0.6552990674972534,0.0007394924759864807,0.0001
65,0.6571301221847534,0.6562997102737427,0.000830385833978653,0.0001
66,0.646981954574585,0.6460109353065491,0.0009710304439067841,0.0001
67,0.6536887884140015,0.6515253782272339,0.0021634288132190704,0.0001
68,0.6497175097465515,0.648750901222229,0.0009665805846452713,0.0001
69,0.6509124040603638,0.6498279571533203,0.001084454357624054,0.0001
70,0.6475006341934204,0.6462869048118591,0.001213710755109787,0.0001
71,0.6465520262718201,0.6433312892913818,0.003220740705728531,0.0001
72,0.6445878148078918,0.6433055996894836,0.0012822411954402924,0.0001
73,0.6382787227630615,0.6373265981674194,0.0009521283209323883,0.0001
74,0.6407514214515686,0.6397759318351746,0.0009754970669746399,0.0001
75,0.6397324204444885,0.6389625668525696,0.0007698498666286469,0.0001
76,0.6316396594047546,0.6308329105377197,0.0008067339658737183,0.0001
77,0.6309348940849304,0.630018413066864,0.0009164996445178986,0.0001
78,0.6315839886665344,0.630601704120636,0.0009823068976402283,0.0001
79,0.6340574026107788,0.6317869424819946,0.0022704899311065674,0.0001
80,0.6345356106758118,0.6316537261009216,0.002881895750761032,0.0001
81,0.6251782774925232,0.6219566464424133,0.0032216310501098633,0.0001
82,0.6290848255157471,0.6282464265823364,0.0008384175598621368,0.0001
83,0.6215808987617493,0.6200015544891357,0.0015793442726135254,0.0001
84,0.6294260025024414,0.6286494731903076,0.0007765442132949829,0.0001
85,0.6220091581344604,0.6210484504699707,0.0009607225656509399,0.0001
86,0.6143659353256226,0.6139369010925293,0.00042906031012535095,0.0001
87,0.6248656511306763,0.6223101615905762,0.0025554895401000977,0.0001
88,0.6106154918670654,0.6098994612693787,0.0007160045206546783,0.0001
89,0.6235091686248779,0.6195428371429443,0.003966338932514191,0.0001
90,0.611618161201477,0.6092326045036316,0.002385571599006653,0.0001
91,0.6137014031410217,0.6129328608512878,0.0007685571908950806,0.0001
92,0.6004694104194641,0.5990771651268005,0.0013922415673732758,0.0001
93,0.6135162115097046,0.6118566989898682,0.0016594864428043365,0.0001
94,0.5947207808494568,0.5938716530799866,0.0008491277694702148,0.0001
95,0.5993931889533997,0.5933245420455933,0.0060686469078063965,0.0001
96,0.5917841792106628,0.5909444093704224,0.0008397437632083893,0.0001
97,0.5954115390777588,0.593349814414978,0.002061694860458374,0.0001
98,0.5884213447570801,0.5877334475517273,0.0006878748536109924,0.0001
99,0.5968271493911743,0.5910127758979797,0.005814395844936371,0.0001
100,0.5948324203491211,0.5906345248222351,0.004197906702756882,0.0001
101,0.5821087956428528,0.5808773636817932,0.0012314282357692719,0.0001
102,0.587751030921936,0.5836290717124939,0.004121989011764526,0.0001
103,0.5779291391372681,0.5733352899551392,0.004593849182128906,0.0001
104,0.5763068795204163,0.575557291507721,0.0007496103644371033,0.0001
105,0.571936309337616,0.57085120677948,0.0010851137340068817,0.0001
106,0.5747208595275879,0.5731697678565979,0.0015511177480220795,0.0001
107,0.5682631134986877,0.5644519329071045,0.0038111917674541473,0.0001
108,0.5768423080444336,0.575404942035675,0.0014373436570167542,0.0001
109,0.5709807276725769,0.5635132193565369,0.007467534393072128,0.0001
110,0.5488913059234619,0.5466030836105347,0.0022882260382175446,0.0001
111,0.5684726238250732,0.5669376254081726,0.0015349909663200378,0.0001
112,0.5721026062965393,0.5699148178100586,0.002187807112932205,0.0001
113,0.5607255697250366,0.5566763877868652,0.004049193114042282,0.0001
114,0.5555858612060547,0.5545380115509033,0.0010478422045707703,0.0001
115,0.5553961396217346,0.5540010929107666,0.0013950690627098083,0.0001
116,0.5498073101043701,0.5484832525253296,0.0013240538537502289,0.0001
117,0.5525195002555847,0.5486411452293396,0.003878355026245117,0.0001
118,0.5470468997955322,0.5434305667877197,0.0036163553595542908,0.0001
119,0.5517095923423767,0.5492435097694397,0.0024660900235176086,0.0001
120,0.5426566004753113,0.540557324886322,0.002099253237247467,0.0001
121,0.5382934212684631,0.5374796986579895,0.0008137449622154236,0.0001
122,0.5502820014953613,0.5473856329917908,0.0028963610529899597,0.0001
123,0.526807427406311,0.5226994156837463,0.004108000546693802,0.0001
124,0.5345852375030518,0.5337033867835999,0.0008818581700325012,0.0001
125,0.5277969837188721,0.5262780785560608,0.00151887908577919,0.0001
126,0.533536970615387,0.5289614796638489,0.00457550585269928,0.0001
127,0.5136817693710327,0.5126070380210876,0.0010747499763965607,0.0001
128,0.5288675427436829,0.526489794254303,0.002377726137638092,0.0001
129,0.5175785422325134,0.5162412524223328,0.001337289810180664,0.0001
130,0.5139439702033997,0.5118357539176941,0.0021082311868667603,0.0001
131,0.5088481903076172,0.5060807466506958,0.002767462283372879,0.0001
132,0.5194946527481079,0.5166850090026855,0.002809658646583557,0.0001
133,0.5211789608001709,0.5163242816925049,0.004854679107666016,0.0001
134,0.5069860816001892,0.49652212858200073,0.010463964194059372,0.0001
135,0.5135502219200134,0.5106289982795715,0.002921242266893387,0.0001
136,0.509951114654541,0.5047200322151184,0.00523105263710022,0.0001
137,0.5029323697090149,0.49921318888664246,0.003719169646501541,0.0001
138,0.500339686870575,0.4971030056476593,0.00323665514588356,0.0001
139,0.491301566362381,0.4739471971988678,0.017354369163513184,0.0001
140,0.4918314218521118,0.47076594829559326,0.021065473556518555,0.0001
141,0.5413656830787659,0.5009816288948059,0.040384043008089066,0.0001
142,0.5078516602516174,0.4821580648422241,0.0256936214864254,0.0001
143,0.4794810712337494,0.4771787226200104,0.0023023411631584167,0.0001
144,0.487753689289093,0.4862547218799591,0.001498982310295105,0.0001
145,0.483605295419693,0.4799230098724365,0.0036822855472564697,0.0001
146,0.4868756830692291,0.47797802090644836,0.008897673338651657,0.0001
147,0.4624735713005066,0.4599078297615051,0.0025657378137111664,0.0001
148,0.46219003200531006,0.4503551721572876,0.011834874749183655,0.0001
149,0.47003817558288574,0.4673498272895813,0.0026883482933044434,0.0001
150,0.45639273524284363,0.4504281282424927,0.005964599549770355,0.0001
151,0.48218590021133423,0.4767288565635681,0.005457036197185516,0.0001
152,0.44044050574302673,0.43715178966522217,0.003288727253675461,0.0001
153,0.4583393335342407,0.4519142508506775,0.006425067782402039,0.0001
154,0.44432395696640015,0.4392743706703186,0.005049571394920349,0.0001
155,0.44323861598968506,0.4394201636314392,0.003818456083536148,0.0001
156,0.4497419595718384,0.4356127679347992,0.014129187911748886,0.0001
157,0.4383672773838043,0.4353545010089874,0.003012772649526596,0.0001
158,0.44427844882011414,0.4364736080169678,0.007804851979017258,0.0001
159,0.4410569965839386,0.42899632453918457,0.012060672044754028,0.0001
160,0.43411558866500854,0.4163246750831604,0.017790913581848145,0.0001
161,0.42422783374786377,0.4163806140422821,0.007847227156162262,0.0001
162,0.44016286730766296,0.43043074011802673,0.009732116013765335,0.0001
163,0.41310128569602966,0.40517398715019226,0.0079273022711277,0.0001
164,0.4082748293876648,0.3952784538269043,0.012996386736631393,0.0001
165,0.4062115252017975,0.37656062841415405,0.029650893062353134,0.0001
166,0.42165860533714294,0.40939861536026,0.01225997880101204,0.0001
167,0.3886233866214752,0.3853529393672943,0.003270454704761505,0.0001
168,0.3918248116970062,0.38481855392456055,0.00700625404715538,0.0001
169,0.3923448324203491,0.3832942545413971,0.009050585329532623,0.0001
170,0.3920450508594513,0.38385897874832153,0.008186064660549164,0.0001
171,0.37638571858406067,0.36216452717781067,0.01422119140625,0.0001
172,0.37594181299209595,0.3577865660190582,0.018155258148908615,0.0001
173,0.3544864356517792,0.3492109477519989,0.005275491625070572,0.0001
174,0.3779814839363098,0.3662046790122986,0.011776808649301529,0.0001
175,0.36727866530418396,0.35024499893188477,0.0170336551964283,0.0001
176,0.3457791805267334,0.337688684463501,0.008090496063232422,0.0001
177,0.31788116693496704,0.30411767959594727,0.01376349851489067,0.0001
178,0.3375915586948395,0.32734787464141846,0.010243680328130722,0.0001
179,0.3369784653186798,0.32337045669555664,0.01360800489783287,0.0001
180,0.32348498702049255,0.31079888343811035,0.012686114758253098,0.0001
181,0.31882718205451965,0.30158719420433044,0.017239999026060104,0.0001
182,0.32659056782722473,0.3021916151046753,0.024398963898420334,0.0001
183,0.320027619600296,0.29410821199417114,0.025919411331415176,0.0001
184,0.29047030210494995,0.2679380774497986,0.022532228380441666,0.0001
185,0.30080240964889526,0.28873828053474426,0.012064140290021896,0.0001
186,0.3181435465812683,0.2840360105037689,0.034107547253370285,0.0001
187,0.30116090178489685,0.28722548484802246,0.013935428112745285,0.0001
188,0.34410661458969116,0.2804320454597473,0.06367457658052444,0.0001
189,0.3168368637561798,0.2973267436027527,0.019510116428136826,0.0001
190,0.2803058326244354,0.2539483606815338,0.026357460767030716,0.0001
191,0.29289865493774414,0.26925128698349,0.02364737167954445,0.0001
192,0.25802668929100037,0.2380935400724411,0.019933152943849564,0.0001
193,0.30103668570518494,0.25300851464271545,0.04802817851305008,0.0001
194,0.2629685401916504,0.23568487167358398,0.02728366106748581,0.0001
195,0.24851125478744507,0.21883484721183777,0.029676400125026703,0.0001
196,0.26116394996643066,0.24446527659893036,0.016698665916919708,0.0001
197,0.19379763305187225,0.1786806583404541,0.015116970986127853,0.0001
198,0.23287685215473175,0.19851024448871613,0.03436661139130592,0.0001
199,0.18639257550239563,0.1630442887544632,0.023348279297351837,0.0001
200,0.24414050579071045,0.20532844960689545,0.038812052458524704,0.0001
201,0.27110183238983154,0.24838395416736603,0.02271788939833641,0.0001
202,0.20897714793682098,0.1842387467622757,0.024738404899835587,0.0001
203,0.18208777904510498,0.14471867680549622,0.037369102239608765,0.0001
204,0.17302890121936798,0.16641536355018616,0.006613537669181824,0.0001
205,0.22900521755218506,0.17623966932296753,0.05276554450392723,0.0001
206,0.18889954686164856,0.17585812509059906,0.013041429221630096,0.0001
207,0.1660512089729309,0.140544131398201,0.025507085025310516,0.0001
208,0.1522524207830429,0.13073956966400146,0.021512847393751144,0.0001
209,0.16853764653205872,0.1465904265642166,0.021947212517261505,0.0001
210,0.176934152841568,0.1325823962688446,0.04435176029801369,0.0001
211,0.1357363760471344,0.1266808807849884,0.009055498987436295,0.0001
212,0.18850500881671906,0.14052410423755646,0.0479809008538723,0.0001
213,0.13957126438617706,0.12552154064178467,0.014049720019102097,0.0001
214,0.14996375143527985,0.13351629674434662,0.016447458416223526,0.0001
215,0.15231603384017944,0.13865439593791962,0.01366163045167923,0.0001
216,0.13209354877471924,0.12633273005485535,0.005760814994573593,0.0001
217,0.1338415890932083,0.12477682530879974,0.009064767509698868,0.0001
218,0.09302759170532227,0.07963354140520096,0.013394054025411606,0.0001
219,0.12877878546714783,0.11632826924324036,0.01245051622390747,0.0001
220,0.10372559726238251,0.08895353227853775,0.014772061258554459,0.0001
221,0.10997980833053589,0.08919410407543182,0.020785704255104065,0.0001
222,0.1268390417098999,0.12040077894926071,0.006438266485929489,0.0001
223,0.09710017591714859,0.07841221243143082,0.018687963485717773,0.0001
224,0.10557764768600464,0.09798089414834976,0.007596753537654877,0.0001
225,0.11039759963750839,0.09160999208688736,0.018787607550621033,0.0001
226,0.11089521646499634,0.09600094705820084,0.0148942731320858,0.0001
227,0.08494178205728531,0.07569526135921478,0.009246520698070526,0.0001
228,0.10042376816272736,0.08615268766880035,0.014271076768636703,0.0001
229,0.12300898134708405,0.10743595659732819,0.015573021024465561,0.0001
230,0.1255066692829132,0.10008828341960907,0.02541837841272354,0.0001
231,0.07887022197246552,0.06736055761575699,0.011509664356708527,0.0001
232,0.07459212839603424,0.05996672064065933,0.01462540403008461,0.0001
233,0.0839201807975769,0.06212548539042473,0.021794699132442474,0.0001
234,0.08944669365882874,0.07764142751693726,0.01180526614189148,0.0001
235,0.07521705329418182,0.05973045155405998,0.01548660546541214,0.0001
236,0.09238508343696594,0.08322237432003021,0.00916270911693573,0.0001
237,0.1109108179807663,0.08243346959352493,0.028477348387241364,0.0001
238,0.05754987522959709,0.04754222184419632,0.010007653385400772,0.0001
239,0.10040727257728577,0.06460506469011307,0.0358022041618824,0.0001
240,0.09024372696876526,0.07420624792575836,0.016037479043006897,0.0001
241,0.08758553862571716,0.04278303682804108,0.044802501797676086,0.0001
242,0.08732619881629944,0.07767178118228912,0.009654417634010315,0.0001
243,0.06996507942676544,0.0500553622841835,0.01990971341729164,0.0001
244,0.0992618277668953,0.07820454984903336,0.02105727791786194,0.0001
245,0.07953473180532455,0.05768434330821037,0.02185038849711418,0.0001
246,0.0890151858329773,0.07171059399843216,0.017304588109254837,0.0001
247,0.0713891088962555,0.04939486086368561,0.021994248032569885,0.0001
248,0.06016897037625313,0.04470507800579071,0.015463892370462418,0.0001
249,0.0717664510011673,0.05921682342886925,0.012549631297588348,0.0001
250,0.05069752037525177,0.030948581174016,0.01974894106388092,0.0001
251,0.11331026256084442,0.08629896491765976,0.027011297643184662,0.0001
252,0.05572669580578804,0.04718426242470741,0.008542433381080627,0.0001
253,0.041980065405368805,0.03731669485569,0.0046633705496788025,0.0001
254,0.040843941271305084,0.03264778107404709,0.008196160197257996,0.0001
255,0.09036777913570404,0.07935278862714767,0.011014986783266068,0.0001
256,0.07542476803064346,0.06346794962882996,0.011956818401813507,0.0001
257,0.04263943061232567,0.033989861607551575,0.008649569004774094,0.0001
258,0.08558136224746704,0.07685837149620056,0.00872299075126648,0.0001
259,0.04467908665537834,0.03502503037452698,0.009654056280851364,0.0001
260,0.05157388001680374,0.04263872280716896,0.008935157209634781,0.0001
261,0.03563983738422394,0.02738126553595066,0.008258573710918427,0.0001
262,0.05833101645112038,0.048743437975645065,0.009587578475475311,0.0001
263,0.05561641976237297,0.045674752444028854,0.009941667318344116,0.0001
264,0.041539520025253296,0.03412109613418579,0.007418423891067505,0.0001
265,0.07566450536251068,0.05716462433338165,0.01849987730383873,0.0001
266,0.03471728414297104,0.026947544887661934,0.007769737392663956,0.0001
267,0.08181997388601303,0.06483408808708191,0.016985885798931122,0.0001
268,0.08388200402259827,0.06886304914951324,0.01501895859837532,0.0001
269,0.03439541161060333,0.02926648035645485,0.005128931254148483,0.0001
270,0.07086791843175888,0.04199173301458359,0.028876185417175293,0.0001
271,0.06810447573661804,0.06294633448123932,0.005158144980669022,0.0001
272,0.04989596828818321,0.03472988307476044,0.015166085213422775,0.0001
273,0.06941576302051544,0.060074906796216965,0.009340859949588776,0.0001
274,0.09559336304664612,0.08387478440999985,0.01171857863664627,0.0001
275,0.08699961006641388,0.07025478780269623,0.01674482598900795,0.0001
276,0.0873928964138031,0.05965710058808327,0.027735795825719833,0.0001
277,0.08585401624441147,0.07895590364933014,0.006898112595081329,0.0001
278,0.09917426109313965,0.07281097024679184,0.02636329084634781,0.0001
279,0.08009428530931473,0.06351326406002045,0.01658102124929428,0.0001
280,0.04336865618824959,0.03657500818371773,0.00679364800453186,0.0001
281,0.095661461353302,0.07228518277406693,0.023376282304525375,0.0001
282,0.04376337304711342,0.03733658790588379,0.0064267851412296295,0.0001
283,0.08931378275156021,0.08253677189350128,0.0067770108580589294,0.0001
284,0.06514482200145721,0.04328332468867302,0.021861493587493896,0.0001
285,0.04723631218075752,0.025275830179452896,0.021960482001304626,0.0001
286,0.06701074540615082,0.056535229086875916,0.010475516319274902,0.0001
287,0.06212168186903,0.04795483872294426,0.01416684314608574,0.0001
288,0.11083370447158813,0.09613034129142761,0.014703363180160522,0.0001
289,0.06448563933372498,0.05370255187153816,0.010783083736896515,0.0001
290,0.08629482239484787,0.06527918577194214,0.02101563662290573,0.0001
291,0.07331675291061401,0.06259697675704956,0.010719776153564453,0.0001
292,0.04833919182419777,0.04439128190279007,0.0039479099214077,0.0001
293,0.032874785363674164,0.023811161518096924,0.00906362384557724,0.0001
294,0.052492931485176086,0.048202212899923325,0.004290718585252762,0.0001
295,0.033794596791267395,0.028297139331698418,0.005497459322214127,0.0001
296,0.04076077789068222,0.03168630227446556,0.00907447561621666,0.0001
297,0.030756521970033646,0.02434033527970314,0.006416186690330505,0.0001
298,0.062501460313797,0.05698371306061745,0.005517743527889252,0.0001
299,0.03242804855108261,0.026537226513028145,0.005890820175409317,0.0001
300,0.055257562547922134,0.0469081848859787,0.008349377661943436,0.0001
301,0.08339943736791611,0.07657604664564133,0.00682339072227478,0.0001
302,0.11812220513820648,0.10890573263168335,0.009216472506523132,0.0001
303,0.04638832435011864,0.0423787422478199,0.004009582102298737,0.0001
304,0.03711376339197159,0.03382747992873192,0.00328628346323967,0.0001
305,0.02824217453598976,0.023146070539951324,0.005096103996038437,0.0001
306,0.08519385755062103,0.07066697627305984,0.014526885002851486,0.0001
307,0.0501491017639637,0.04835895076394081,0.0017901510000228882,0.0001
308,0.06909137964248657,0.06163348630070686,0.007457897067070007,0.0001
309,0.07189168781042099,0.06697771698236465,0.0049139708280563354,0.0001
310,0.05587579309940338,0.05089477822184563,0.0049810148775577545,0.0001
311,0.0798184871673584,0.06784683465957642,0.011971652507781982,0.0001
312,0.04421959072351456,0.03984849527478218,0.004371095448732376,0.0001
313,0.046482671052217484,0.03736601024866104,0.009116660803556442,0.0001
314,0.06363749504089355,0.059830013662576675,0.0038074851036071777,0.0001
315,0.03824976831674576,0.03580036386847496,0.0024494044482707977,0.0001
316,0.08260632306337357,0.08068376779556274,0.0019225552678108215,0.0001
317,0.04431917145848274,0.04078075289726257,0.003538418561220169,0.0001
318,0.040703218430280685,0.030550170689821243,0.010153047740459442,0.0001
319,0.14720410108566284,0.13285183906555176,0.014352258294820786,0.0001
320,0.03395447880029678,0.03113451786339283,0.0028199590742588043,0.0001
321,0.06857816874980927,0.06500691175460815,0.0035712532699108124,0.0001
322,0.05225667357444763,0.040592342615127563,0.011664330959320068,0.0001
323,0.05098125338554382,0.04355739802122116,0.007423855364322662,0.0001
324,0.08073242008686066,0.07526960223913193,0.005462821573019028,0.0001
325,0.06220894679427147,0.03585611283779144,0.026352833956480026,0.0001
326,0.03395790979266167,0.026655983179807663,0.007301926612854004,0.0001
327,0.03759251907467842,0.027224507182836533,0.010368011891841888,0.0001
328,0.0917789489030838,0.06684301048517227,0.02493593469262123,0.0001
329,0.09387877583503723,0.06688281893730164,0.026995953172445297,0.0001
330,0.09721153974533081,0.08075181394815445,0.016459722071886063,0.0001
331,0.16736522316932678,0.10081028938293457,0.06655493378639221,0.0001
332,0.057354576885700226,0.046443212777376175,0.010911364108324051,0.0001
333,0.0721006914973259,0.044392045587301254,0.027708645910024643,0.0001
334,0.09726192057132721,0.06796378642320633,0.02929813042283058,0.0001
335,0.03586125373840332,0.02581384778022766,0.01004740595817566,0.0001
336,0.05597012862563133,0.04704078659415245,0.008929342031478882,0.0001
337,0.06993681192398071,0.02116483636200428,0.048771973699331284,0.0001
338,0.06262366473674774,0.05034162104129791,0.01228203997015953,0.0001
339,0.08563271164894104,0.02999049238860607,0.05564222112298012,0.0001
340,0.04246305301785469,0.03246687725186348,0.009996175765991211,0.0001
341,0.10708869993686676,0.07298159599304199,0.03410710394382477,0.0001
342,0.1744038611650467,0.12791986763477325,0.046483997255563736,0.0001
343,0.09411618113517761,0.0497361421585083,0.04438003897666931,0.0001
344,0.10300767421722412,0.08285679668188095,0.02015088126063347,0.0001
345,0.06853770464658737,0.03848360851407051,0.03005409613251686,0.0001
346,0.0642833411693573,0.037322260439395905,0.026961077004671097,0.0001
347,0.04077235236763954,0.03203515708446503,0.008737195283174515,0.0001
348,0.11549437046051025,0.0893632173538208,0.026131153106689453,0.0001
349,0.07073193788528442,0.0517423041164875,0.018989630043506622,0.0001
350,0.051270727068185806,0.03087630122900009,0.020394425839185715,0.0001
351,0.04967953637242317,0.035301972180604935,0.014377564191818237,0.0001
352,0.062094975262880325,0.04263055697083473,0.019464418292045593,0.0001
353,0.05963378772139549,0.04345094412565231,0.01618284359574318,0.0001
354,0.05158425495028496,0.045405980199575424,0.006178274750709534,0.0001
355,0.05615143105387688,0.04410824924707413,0.01204318180680275,0.0001
356,0.05308305844664574,0.04513292759656906,0.007950130850076675,0.0001
357,0.02551308460533619,0.01944487728178501,0.006068207323551178,0.0001
358,0.041765112429857254,0.03414711356163025,0.007617998868227005,0.0001
359,0.06105131655931473,0.056307755410671234,0.004743561148643494,0.0001
360,0.06512735038995743,0.05729127302765846,0.007836077362298965,0.0001
361,0.06197038292884827,0.05720058083534241,0.004769802093505859,0.0001
362,0.051926352083683014,0.041136156767606735,0.010790195316076279,0.0001
363,0.058901991695165634,0.04810279980301857,0.010799191892147064,0.0001
364,0.11315537989139557,0.10301271080970764,0.010142669081687927,0.0001
365,0.10486719012260437,0.09294130653142929,0.01192588359117508,0.0001
366,0.08814786374568939,0.07299607992172241,0.015151787549257278,0.0001
367,0.043997183442115784,0.034635670483112335,0.009361512959003448,0.0001
368,0.07475284487009048,0.06395068764686584,0.01080215722322464,0.0001
369,0.07723693549633026,0.064179927110672,0.013057012110948563,0.0001
370,0.06937038153409958,0.057814568281173706,0.011555813252925873,0.0001
371,0.04647590592503548,0.040310896933078766,0.006165008991956711,0.0001
372,0.059530045837163925,0.03994026407599449,0.019589781761169434,0.0001
373,0.0651739239692688,0.042794257402420044,0.022379662841558456,0.0001
374,0.025799904018640518,0.020340695977211,0.00545920804142952,0.0001
375,0.06648789346218109,0.05955423787236214,0.006933659315109253,0.0001
376,0.0428042933344841,0.026625437662005424,0.016178853809833527,0.0001
377,0.12964960932731628,0.12072638422250748,0.008923225104808807,0.0001
378,0.10303878784179688,0.0891784206032753,0.013860363513231277,0.0001
379,0.0554838590323925,0.04369926080107689,0.011784598231315613,0.0001
380,0.08908510953187943,0.06873779743909836,0.020347312092781067,0.0001
381,0.037691645324230194,0.02680414542555809,0.010887499898672104,0.0001
382,0.10555164515972137,0.09910845756530762,0.006443187594413757,0.0001
383,0.08093324303627014,0.07631772756576538,0.004615515470504761,0.0001
384,0.07689766585826874,0.06315772235393524,0.013739947229623795,0.0001
385,0.08826398849487305,0.07597757875919342,0.012286413460969925,0.0001
386,0.06280353665351868,0.05644356459379196,0.006359968334436417,0.0001
387,0.030213668942451477,0.025423966348171234,0.004789702594280243,0.0001
388,0.030016163364052773,0.017208686098456383,0.01280747726559639,0.0001
389,0.09618222713470459,0.08968152105808258,0.006500706076622009,0.0001
390,0.045977480709552765,0.040552716702222824,0.005424764007329941,0.0001
391,0.05929947271943092,0.055917538702487946,0.003381934016942978,0.0001
392,0.04773303493857384,0.024026721715927124,0.023706313222646713,0.0001
393,0.058371543884277344,0.0509258396923542,0.0074457041919231415,0.0001
394,0.07260553538799286,0.06722360104322433,0.005381930619478226,0.0001
395,0.08807772397994995,0.06595875322818756,0.02211896702647209,0.0001
396,0.053654320538043976,0.05001025274395943,0.003644067794084549,0.0001
397,0.06315763294696808,0.049574509263038635,0.013583127409219742,0.0001
398,0.04452873766422272,0.027364175766706467,0.01716456189751625,0.0001
399,0.06098902225494385,0.05458633974194527,0.006402682512998581,0.0001
400,0.05070902407169342,0.038533054292201996,0.012175969779491425,0.0001
401,0.0314815528690815,0.02691354602575302,0.004568006843328476,0.0001
402,0.029974810779094696,0.025181636214256287,0.004793174564838409,0.0001
403,0.06192741170525551,0.04326561093330383,0.018661800771951675,0.0001
404,0.05674818903207779,0.04996570199728012,0.0067824870347976685,0.0001
405,0.05688532441854477,0.04821666330099106,0.008668661117553711,0.0001
406,0.034438055008649826,0.03151217848062515,0.0029258765280246735,0.0001
407,0.052920885384082794,0.045139946043491364,0.007780939340591431,0.0001
408,0.03709152713418007,0.03258586302399635,0.004505664110183716,0.0001
409,0.027315596118569374,0.024815687909722328,0.002499908208847046,0.0001
410,0.04503140598535538,0.04064587503671646,0.004385530948638916,0.0001
