step,L,recon,kl,lambda,C,C_bar,lr
29,33.35804748535156,0.7099063992500305,32.46263885498047,1.3568713665008545,0.6599063873291016,0.183944433927536,0.0001
30,30.284095764160156,0.7079786062240601,29.374298095703125,1.3827165365219116,0.6579785943031311,0.18868477642536163,0.0001
31,31.760601043701172,0.684473991394043,30.866193771362305,1.409682273864746,0.634473979473114,0.19314266741275787,0.0001
32,27.350460052490234,0.696330726146698,26.42115020751953,1.437825322151184,0.646330714225769,0.19767454266548157,0.0001
33,27.33243751525879,0.7299948930740356,26.3347225189209,1.4672377109527588,0.6799948811531067,0.20249775052070618,0.0001
34,24.364059448242188,0.6912927031517029,23.403461456298828,1.4979090690612793,0.6412926912307739,0.2068856954574585,0.0001
35,24.10036277770996,0.7291051745414734,23.061370849609375,1.5299437046051025,0.6791051626205444,0.21160788834095,0.0001
36,23.109691619873047,0.7184789776802063,22.064605712890625,1.5633774995803833,0.6684789657592773,0.2161765992641449,0.0001
37,21.680580139160156,0.7368492484092712,20.582792282104492,1.5982941389083862,0.6868492364883423,0.2208833247423172,0.0001
38,22.74992561340332,0.6721363663673401,21.732952117919922,1.6346462965011597,0.6221363544464111,0.22489586472511292,0.0001
39,21.32059097290039,0.6924227476119995,20.246124267578125,1.6725234985351562,0.6424227356910706,0.22907114028930664,0.0001
40,20.42646598815918,0.6814410090446472,19.345458984375,1.71196711063385,0.6314409971237183,0.23309484124183655,0.0001
41,19.95682144165039,0.7679826021194458,18.698060989379883,1.7531907558441162,0.7179825901985168,0.23794372379779816,0.0001
42,18.702878952026367,0.685706615447998,17.561073303222656,1.7961214780807495,0.6357066035270691,0.2419213503599167,0.0001
43,19.97176742553711,0.7372257709503174,18.70663833618164,1.8409228324890137,0.6872257590293884,0.24637438356876373,0.0001
44,20.537899017333984,0.7771255970001221,19.165267944335938,1.8877493143081665,0.7271255850791931,0.2511819005012512,0.0001
45,16.523799896240234,0.7138957381248474,15.23812198638916,1.9365655183792114,0.6638957262039185,0.2553090453147888,0.0001
46,16.418766021728516,0.6764404773712158,15.173789978027344,1.9873818159103394,0.6264404654502869,0.2590203881263733,0.0001
47,16.69727325439453,0.6742607951164246,15.423608779907227,2.0402767658233643,0.6242607831954956,0.2626727819442749,0.0001
48,15.270136833190918,0.6786758899688721,13.95284366607666,2.095345973968506,0.6286758780479431,0.26633283495903015,0.0001
49,14.18116283416748,0.665382444858551,12.856457710266113,2.1526529788970947,0.6153824329376221,0.2698233425617218,0.0001
50,13.901470184326172,0.6968119740486145,12.470488548278809,2.2123610973358154,0.6468119621276855,0.2735932171344757,0.0001
51,13.634157180786133,0.699042797088623,12.157857894897461,2.2745790481567383,0.6490427851676941,0.27734771370887756,0.0001
52,15.299457550048828,0.6786381006240845,13.828841209411621,2.3393685817718506,0.6286380887031555,0.28086063265800476,0.0001
53,13.020454406738281,0.6995271444320679,11.457113265991211,2.406890869140625,0.6495271325111389,0.2845472991466522,0.0001
54,14.366068840026855,0.6658360958099365,12.840530395507812,2.477182388305664,0.6158360838890076,0.2878601849079132,0.0001
55,13.995884895324707,0.7026220560073853,12.331399917602539,2.550457239151001,0.6526220440864563,0.2915078103542328,0.0001
56,15.358480453491211,0.7933469414710999,13.405644416809082,2.6270859241485596,0.7433469295501709,0.29602620005607605,0.0001
57,12.611246109008789,0.670758843421936,10.930915832519531,2.7068963050842285,0.6207588315010071,0.2992735207080841,0.0001
58,13.350799560546875,0.6607025861740112,11.646940231323242,2.78999924659729,0.6107025742530823,0.3023878335952759,0.0001
59,15.991493225097656,0.8056039214134216,13.817652702331543,2.876957893371582,0.7556039094924927,0.30692002177238464,0.0001
60,12.911770820617676,0.6994196772575378,10.984525680541992,2.967642307281494,0.6494196653366089,0.31034502387046814,0.0001
61,14.184741973876953,0.7798908352851868,11.949472427368164,3.0624704360961914,0.7298908233642578,0.3145405054092407,0.0001
62,13.012005805969238,0.6726393699645996,11.043654441833496,3.161302089691162,0.6226393580436707,0.31762149930000305,0.0001
63,11.798652648925781,0.6766746640205383,9.752978324890137,3.2643322944641113,0.6266746520996094,0.32071202993392944,0.0001
64,12.145020484924316,0.6952147483825684,9.969475746154785,3.371814489364624,0.6452147364616394,0.32395705580711365,0.0001
65,12.357938766479492,0.6941775679588318,10.113656044006348,3.483950614929199,0.6441775560379028,0.32715925574302673,0.0001
66,13.433406829833984,0.6686761975288391,11.205636978149414,3.6008663177490234,0.6186761856079102,0.3300744295120239,0.0001
67,12.354447364807129,0.6424459218978882,10.14896011352539,3.7226810455322266,0.5924459099769592,0.33269816637039185,0.0001
68,11.652981758117676,0.7186406254768372,9.078775405883789,3.8499107360839844,0.6686406135559082,0.3360576033592224,0.0001
69,11.454761505126953,0.6684245467185974,8.991816520690918,3.9826128482818604,0.6184245347976685,0.3388812839984894,0.0001
70,11.615985870361328,0.6816312074661255,9.01297378540039,4.121095180511475,0.6316311955451965,0.3418087661266327,0.0001
71,12.429834365844727,0.6545478701591492,9.851127624511719,4.265513896942139,0.6045478582382202,0.3444361686706543,0.0001
72,10.807304382324219,0.6831913590431213,8.010961532592773,4.4162678718566895,0.6331913471221924,0.3473237454891205,0.0001
73,12.201940536499023,0.7594259977340698,8.957021713256836,4.574006080627441,0.7094259858131409,0.35094478726387024,0.0001
74,11.935088157653809,0.6576023697853088,9.055907249450684,4.7385945320129395,0.6076023578643799,0.35351139307022095,0.0001
75,11.996831893920898,0.6515256762504578,9.043146133422852,4.910323143005371,0.6015256643295288,0.35599154233932495,0.0001
76,12.291577339172363,0.6448040008544922,9.264328002929688,5.0894904136657715,0.5948039889335632,0.35837966203689575,0.0001
77,11.755146026611328,0.657982349395752,8.547120094299316,5.2765116691589355,0.607982337474823,0.3608756959438324,0.0001
78,13.253145217895508,0.8186471462249756,9.046618461608887,5.472636699676514,0.7686471343040466,0.3649533987045288,0.0001
79,11.932230949401855,0.7095492482185364,8.187492370605469,5.6777238845825195,0.6595492362976074,0.3678993582725525,0.0001
80,11.109180450439453,0.6459000110626221,7.598232269287109,5.89184045791626,0.5958999991416931,0.3701793849468231,0.0001
81,12.163826942443848,0.7447946667671204,7.914451599121094,6.116016387939453,0.6947946548461914,0.37342554330825806,0.0001
82,12.202659606933594,0.7705782651901245,7.626319885253906,6.350925922393799,0.7205782532691956,0.37689706683158875,0.0001
83,12.97994613647461,0.7721842527389526,8.215598106384277,6.597136497497559,0.7221842408180237,0.38034993410110474,0.0001
84,13.060201644897461,0.6879737377166748,8.687110900878906,6.854657173156738,0.6379737257957458,0.38292616605758667,0.0001
85,12.224385261535645,0.6877662539482117,7.680909633636475,7.124045372009277,0.6377662420272827,0.3854745626449585,0.0001
86,12.500809669494629,0.7272418141365051,7.485033988952637,7.406181812286377,0.6772418022155762,0.38839223980903625,0.0001
87,12.321110725402832,0.6732603311538696,7.521195411682129,7.701300621032715,0.6232603192329407,0.39074090123176575,0.0001
88,12.54372787475586,0.7545057535171509,6.900148868560791,8.010692596435547,0.7045057415962219,0.3938785493373871,0.0001
89,13.753904342651367,0.689363956451416,8.425088882446289,8.33455753326416,0.6393639445304871,0.39633339643478394,0.0001
90,14.1421537399292,0.8244016766548157,7.424376487731934,8.674797058105469,0.7744016647338867,0.4001140892505646,0.0001
91,12.428071975708008,0.7051116228103638,6.511609077453613,9.031228065490723,0.6551116108894348,0.40266406536102295,0.0001
92,13.896671295166016,0.7448635697364807,7.361443996429443,9.405051231384277,0.6948635578155518,0.4055860638618469,0.0001
93,14.20223617553711,0.685002326965332,7.981375694274902,9.796594619750977,0.6350023150444031,0.4078802168369293,0.0001
94,13.079852104187012,0.6611250042915344,6.842395305633545,10.206515312194824,0.6111249923706055,0.40991267561912537,0.0001
95,14.062434196472168,0.6380743384361267,7.807981491088867,10.635479927062988,0.5880743265151978,0.4116942882537842,0.0001
96,14.612096786499023,0.6286323070526123,8.198348999023438,11.08432388305664,0.5786322951316833,0.41336366534233093,0.0001
97,14.261449813842773,0.6836061477661133,6.9403486251831055,11.554656028747559,0.6336061358451843,0.415566086769104,0.0001
98,14.504850387573242,0.6617676615715027,7.134696006774902,12.047308921813965,0.6117676496505737,0.41752809286117554,0.0001
99,13.83151626586914,0.6373507380485535,6.45257043838501,12.563098907470703,0.5873507261276245,0.4192263185977936,0.0001
100,14.81408977508545,0.687061607837677,6.466144561767578,13.103827476501465,0.637061595916748,0.4214046597480774,0.0001
101,14.62658405303955,0.6810309886932373,5.999953269958496,13.670693397521973,0.6310309767723083,0.4235009253025055,0.0001
102,16.077713012695312,0.7507545351982117,6.080722332000732,14.26603889465332,0.7007545232772827,0.4262734651565552,0.0001
103,15.310880661010742,0.6527596712112427,6.335829257965088,14.889934539794922,0.6027596592903137,0.4280383288860321,0.0001
104,15.030373573303223,0.666559100151062,5.4465484619140625,15.544049263000488,0.6165590882301331,0.42992353439331055,0.0001
105,15.556865692138672,0.6551198959350586,5.735928058624268,16.229740142822266,0.6051198840141296,0.431675523519516,0.0001
106,18.64966583251953,0.7850950956344604,6.189199447631836,16.950820922851562,0.7350950837135315,0.43470972776412964,0.0001
107,16.46080780029297,0.6667362451553345,5.540157794952393,17.707164764404297,0.6167362332344055,0.4365299940109253,0.0001
108,16.62165069580078,0.6310558319091797,5.872160911560059,18.499927520751953,0.5810558199882507,0.4379752576351166,0.0001
109,16.7479248046875,0.6814872622489929,4.540061950683594,19.331924438476562,0.631487250328064,0.4399103820323944,0.0001
110,19.01862907409668,0.7420806884765625,5.034146785736084,20.206432342529297,0.6920806765556335,0.44243210554122925,0.0001
111,22.481800079345703,0.8089040517807007,6.4482927322387695,21.127187728881836,0.7589040398597717,0.445596843957901,0.0001
112,20.7623291015625,0.7218093276023865,5.918770790100098,22.094898223876953,0.6718093156814575,0.447858989238739,0.0001
113,19.901771545410156,0.6539655327796936,5.943804740905762,23.11053466796875,0.6039655208587646,0.4494200646877289,0.0001
114,22.233009338378906,0.7414820194244385,5.513863563537598,24.1787166595459,0.6914820075035095,0.45184069871902466,0.0001
115,21.28964614868164,0.6984696984291077,4.882559299468994,25.301239013671875,0.6484696865081787,0.45380699634552,0.0001
116,22.977436065673828,0.727775514125824,5.028715133666992,26.481807708740234,0.677775502204895,0.4560467004776001,0.0001
117,22.63311004638672,0.6929783225059509,4.808051109313965,27.722646713256836,0.642978310585022,0.4579160213470459,0.0001
118,26.880474090576172,0.8103829622268677,4.80624532699585,29.03040885925293,0.7603829503059387,0.4609406888484955,0.0001
119,22.889631271362305,0.6381880044937134,5.006526947021484,30.403722763061523,0.5881879925727844,0.4622131586074829,0.0001
120,23.791532516479492,0.6383181810379028,5.055940628051758,31.846019744873047,0.5883181691169739,0.46347421407699585,0.0001
121,29.70114517211914,0.7848542928695679,5.182149410247803,33.36579132080078,0.7348542809486389,0.4661880135536194,0.0001
122,26.7464599609375,0.6776497960090637,4.801474571228027,34.963741302490234,0.6276497840881348,0.46780261397361755,0.0001
123,26.54376220703125,0.6359834671020508,5.071840286254883,36.642539978027344,0.5859834551811218,0.4689844250679016,0.0001
124,27.22246551513672,0.6324375867843628,4.853188514709473,38.406307220458984,0.5824375748634338,0.4701189696788788,0.0001
125,29.859195709228516,0.6807413101196289,4.4646406173706055,40.261444091796875,0.6307412981987,0.471725195646286,0.0001
126,29.427169799804688,0.6102691888809204,5.778251647949219,42.209922790527344,0.5602691769599915,0.47261062264442444,0.0001
127,30.781883239746094,0.6251702904701233,5.326438903808594,44.257232666015625,0.5751702785491943,0.4736362099647522,0.0001
128,33.13493347167969,0.6661007404327393,4.541416168212891,46.410457611083984,0.6161007285118103,0.4750608503818512,0.0001
129,33.90296936035156,0.6605148315429688,4.1861371994018555,48.67504119873047,0.6105148196220398,0.47641539573669434,0.0001
130,34.34897232055664,0.6292757391929626,4.77382755279541,51.055381774902344,0.5792757272720337,0.47744402289390564,0.0001
131,34.65009307861328,0.6033449172973633,5.015053749084473,53.556182861328125,0.5533449053764343,0.47820305824279785,0.0001
132,40.58627700805664,0.6786423325538635,5.2641730308532715,56.18791961669922,0.6286423206329346,0.4797074496746063,0.0001
133,37.43905258178711,0.6113884449005127,4.343070983886719,58.953800201416016,0.5613884329795837,0.4805242717266083,0.0001
134,38.440643310546875,0.6052369475364685,4.093428611755371,61.86046600341797,0.5552369356155396,0.4812714159488678,0.0001
135,43.91627502441406,0.6547576785087585,4.656344413757324,64.91844940185547,0.6047576665878296,0.48250627517700195,0.0001
136,46.18202590942383,0.6643474102020264,4.322494983673096,68.13658142089844,0.6143473982810974,0.4838247001171112,0.0001
137,42.844581604003906,0.5799166560173035,4.946248531341553,71.51753997802734,0.5299166440963745,0.4842856526374817,0.0001
138,55.768959045410156,0.742615282535553,3.766084671020508,75.0819091796875,0.692615270614624,0.48636895418167114,0.0001
139,59.520225524902344,0.7421528697013855,4.950779438018799,78.84016418457031,0.6921528577804565,0.4884268045425415,0.0001
140,53.65969467163086,0.6402292251586914,4.791694641113281,82.79495239257812,0.5902292132377625,0.4894448220729828,0.0001
141,78.43630981445312,0.8891023397445679,5.45244026184082,86.97850799560547,0.8391023278236389,0.49294140934944153,0.0001
142,58.88385772705078,0.6446194052696228,4.545877933502197,91.3827896118164,0.5946193933486938,0.49395817518234253,0.0001
143,56.33908462524414,0.5954526662826538,3.967442512512207,96.0150146484375,0.5454526543617249,0.4944731295108795,0.0001
144,60.651363372802734,0.6104018092155457,4.113150596618652,100.88870239257812,0.5604017972946167,0.4951324462890625,0.0001
145,96.79689025878906,0.9137172102928162,5.200669288635254,106.04885864257812,0.8637171983718872,0.4988182783126831,0.0001
146,70.05069732666016,0.640711784362793,4.196294784545898,111.48313903808594,0.590711772441864,0.4997372329235077,0.0001
147,77.17537689208984,0.6797323226928711,3.363724708557129,117.2111587524414,0.6297323107719421,0.5010371804237366,0.0001
148,76.1521987915039,0.6381332874298096,3.6681675910949707,123.24423217773438,0.5881332755088806,0.5019081234931946,0.0001
149,81.51757049560547,0.6511677503585815,3.605808734893799,129.60069274902344,0.6011677384376526,0.5029007196426392,0.0001
150,80.77409362792969,0.6149941086769104,3.769101858139038,136.29344177246094,0.5649940967559814,0.5035216808319092,0.0001
151,89.50965881347656,0.6496117115020752,3.557950019836426,143.34561157226562,0.5996116995811462,0.5044825673103333,0.0001
152,86.37349700927734,0.5936706066131592,4.405055046081543,150.76858520507812,0.5436705946922302,0.5048744678497314,0.0001
153,85.73564910888672,0.5603066682815552,4.812860488891602,158.5767822265625,0.5103066563606262,0.5049287676811218,0.0001
154,111.08612060546875,0.6951175928115845,3.472294807434082,166.81272888183594,0.6451175808906555,0.506330668926239,0.0001
155,112.32245635986328,0.6725504398345947,3.0668256282806396,175.49684143066406,0.6225504279136658,0.5074928998947144,0.0001
156,127.18795776367188,0.7167898416519165,4.056881427764893,184.66249084472656,0.6667898297309875,0.5090858936309814,0.0001
157,140.87586975097656,0.7576454877853394,3.348271608352661,194.3453369140625,0.7076454758644104,0.511071503162384,0.0001
158,180.39649963378906,0.9069615602493286,5.056396484375,204.6067352294922,0.8569615483283997,0.5145304203033447,0.0001
159,184.02687072753906,0.8864370584487915,3.792023181915283,215.47927856445312,0.8364370465278625,0.5177494883537292,0.0001
160,160.43905639648438,0.7424330115318298,3.2781052589416504,226.96917724609375,0.6924329996109009,0.5194963216781616,0.0001
161,132.84967041015625,0.5909551978111267,3.5197904109954834,239.07688903808594,0.5409551858901978,0.519710898399353,0.0001
162,150.04251098632812,0.6303558945655823,3.882354259490967,251.84573364257812,0.5803558826446533,0.5203173756599426,0.0001
163,181.10830688476562,0.7200152277946472,3.328983783721924,265.33624267578125,0.6700152158737183,0.5218143463134766,0.0001
164,182.27615356445312,0.689660906791687,3.4381537437438965,279.58251953125,0.6396608948707581,0.5229927897453308,0.0001
165,166.0493927001953,0.6015048027038574,3.575014591217041,294.6019287109375,0.5515047907829285,0.5232778787612915,0.0001
166,174.4124298095703,0.5990957021713257,3.953253984451294,310.43621826171875,0.5490956902503967,0.5235360860824585,0.0001
167,250.36111450195312,0.8047215342521667,3.4183120727539062,327.1972351074219,0.7547215223312378,0.5258479118347168,0.0001
168,184.6232147216797,0.5741512775421143,3.8629939556121826,344.8627014160156,0.5241512656211853,0.5258309245109558,0.0001
169,219.05154418945312,0.6426151394844055,3.6322860717773438,363.50616455078125,0.5926151275634766,0.5264987349510193,0.0001
170,272.5510559082031,0.751559853553772,3.696051597595215,383.224609375,0.701559841632843,0.5282493233680725,0.0001
171,203.85658264160156,0.5457478165626526,3.574676275253296,403.99957275390625,0.49574780464172363,0.5279243588447571,0.0001
172,241.67750549316406,0.6098176836967468,3.2431108951568604,425.91436767578125,0.5598176717758179,0.5282433032989502,0.0001
173,228.37356567382812,0.5505361557006836,3.630061149597168,449.0055236816406,0.5005361437797546,0.5279662609100342,0.0001
174,277.2616271972656,0.6292709112167358,3.050604820251465,473.3727111816406,0.5792708992958069,0.5284793376922607,0.0001
175,330.11334228515625,0.7048509120941162,3.260690212249756,499.1253356933594,0.6548509001731873,0.5297430753707886,0.0001
176,361.52960205078125,0.73103928565979,3.0587713718414307,526.3585205078125,0.6810392737388611,0.5312560200691223,0.0001
177,342.7463684082031,0.6618978977203369,3.0680086612701416,555.1226196289062,0.611897885799408,0.5320624113082886,0.0001
178,515.5458374023438,0.9241690039634705,3.581078290939331,585.6588134765625,0.8741689920425415,0.5354834794998169,0.0001
179,323.9646911621094,0.5696600675582886,2.8849573135375977,617.864990234375,0.5196600556373596,0.5353252291679382,0.0001
180,314.90185546875,0.5268315076828003,4.101164817810059,651.8040161132812,0.47683149576187134,0.5347402691841125,0.0001
181,321.63140869140625,0.5112928748130798,4.466335773468018,687.5568237304688,0.4612928628921509,0.5340058207511902,0.0001
182,360.7501220703125,0.543533980846405,2.818892478942871,725.2413330078125,0.4935339689254761,0.5336011052131653,0.0001
183,372.8717041015625,0.5332689881324768,3.1936779022216797,764.9530029296875,0.48326897621154785,0.5330978035926819,0.0001
184,383.9069519042969,0.5218456983566284,3.226804733276367,806.7894897460938,0.47184568643569946,0.53248530626297,0.0001
185,467.6402587890625,0.5963021516799927,2.7776122093200684,850.9259033203125,0.5463021397590637,0.5326234698295593,0.0001
186,699.6467895507812,0.825420618057251,3.5558269023895264,897.6946411132812,0.775420606136322,0.5350514650344849,0.0001
187,519.0457763671875,0.5942426919937134,3.6246490478515625,947.0429077148438,0.5442426800727844,0.5351433753967285,0.0001
188,569.1766357421875,0.6162527799606323,3.4136881828308105,999.135009765625,0.5662527680397034,0.5354544520378113,0.0001
189,522.8818969726562,0.5427358150482178,3.515131950378418,1054.047119140625,0.4927358031272888,0.535027265548706,0.0001
190,917.5313720703125,0.8723175525665283,2.8699569702148438,1112.297119140625,0.8223175406455994,0.5379001498222351,0.0001
191,1178.6661376953125,1.050391674041748,3.897172451019287,1174.3089599609375,1.0003917217254639,0.542525053024292,0.0001
192,645.2716674804688,0.567866325378418,3.2481956481933594,1239.74755859375,0.517866313457489,0.5422784686088562,0.0001
193,601.536376953125,0.50728440284729,3.0784072875976562,1308.7215576171875,0.4572843909263611,0.5414285659790039,0.0001
194,912.7042236328125,0.7084754705429077,2.8925118446350098,1381.6942138671875,0.6584754586219788,0.5425990223884583,0.0001
195,783.8076782226562,0.5852867960929871,2.9711179733276367,1458.7255859375,0.5352867841720581,0.5425258874893188,0.0001
196,1058.2230224609375,0.734856903553009,3.35839581489563,1540.2701416015625,0.6848568916320801,0.5439491868019104,0.0001
197,902.7919921875,0.6033167839050293,2.8837850093841553,1626.3887939453125,0.5533167719841003,0.5440428853034973,0.0001
198,955.919921875,0.6047713756561279,3.188202381134033,1717.3411865234375,0.554771363735199,0.544150173664093,0.0001
199,1008.2037963867188,0.6044331789016724,2.7957587242126465,1813.3980712890625,0.5544331669807434,0.5442529916763306,0.0001
200,931.9501342773438,0.5352531671524048,2.828810691833496,1914.7147216796875,0.48525315523147583,0.5436630249023438,0.0001
201,1104.3524169921875,0.5945636630058289,3.4113359451293945,2021.69384765625,0.5445636510848999,0.5436720848083496,0.0001
202,1350.2266845703125,0.6810151934623718,3.112257242202759,2134.836669921875,0.6310151815414429,0.5445455312728882,0.0001
203,2064.803466796875,0.9636201858520508,4.4591145515441895,2255.14306640625,0.9136201739311218,0.5482363104820251,0.0001
204,2302.591552734375,1.0146197080612183,3.688185691833496,2383.222412109375,0.9646196961402893,0.5524001121520996,0.0001
205,1842.0426025390625,0.779985785484314,3.1915645599365234,2519.023193359375,0.729985773563385,0.5541759729385376,0.0001
206,1354.0225830078125,0.5569762587547302,4.230687141418457,2662.43603515625,0.5069762468338013,0.553704023361206,0.0001
207,1928.933837890625,0.7338799238204956,4.235952377319336,2814.3798828125,0.6838799118995667,0.5550057888031006,0.0001
208,1729.0968017578125,0.6297028064727783,4.440831184387207,2975.0693359375,0.5797027945518494,0.5552527904510498,0.0001
209,1483.14501953125,0.5460957884788513,4.3042707443237305,2980.9580078125,0.49609577655792236,0.554661214351654,0.0001
210,1576.8563232421875,0.5776304006576538,4.012386322021484,2980.9580078125,0.5276303887367249,0.5543909072875977,0.0001
211,2410.232666015625,0.8572992086410522,3.7078423500061035,2980.9580078125,0.8072991967201233,0.5569199919700623,0.0001
212,2319.976806640625,0.8269894123077393,3.8040547370910645,2980.9580078125,0.7769894003868103,0.5591206550598145,0.0001
213,1523.3731689453125,0.5596801042556763,4.038238525390625,2980.9580078125,0.5096800923347473,0.5586262345314026,0.0001
214,1851.1612548828125,0.6695941090583801,4.177219867706299,2980.9580078125,0.6195940971374512,0.5592359304428101,0.0001
215,2107.080322265625,0.7553871273994446,4.350833892822266,2980.9580078125,0.7053871154785156,0.5606974363327026,0.0001
216,1897.98046875,0.6852048635482788,4.461391448974609,2980.9580078125,0.6352048516273499,0.5614425539970398,0.0001
217,2704.830810546875,0.9555807113647461,5.3327765464782715,2980.9580078125,0.9055806994438171,0.5648839473724365,0.0001
218,1571.9637451171875,0.5756087899208069,5.145966529846191,2980.9580078125,0.5256087779998779,0.5644912123680115,0.0001
219,1665.1614990234375,0.6071301698684692,4.379824638366699,2980.9580078125,0.5571301579475403,0.5644176006317139,0.0001
220,2144.156005859375,0.767753541469574,4.562999248504639,2980.9580078125,0.717753529548645,0.5659509897232056,0.0001
221,1834.8126220703125,0.6631235480308533,7.117049694061279,2980.9580078125,0.6131235361099243,0.566422700881958,0.0001
222,1590.73779296875,0.5821545720100403,4.407305717468262,2980.9580078125,0.5321545600891113,0.5660800337791443,0.0001
223,2474.16064453125,0.8785162568092346,4.388379096984863,2980.9580078125,0.8285162448883057,0.5687044262886047,0.0001
224,1701.9256591796875,0.6192271113395691,5.083620548248291,2980.9580078125,0.5692270994186401,0.5687096118927002,0.0001
225,2020.7811279296875,0.7264475226402283,4.319418907165527,2980.9580078125,0.6764475107192993,0.5697869658470154,0.0001
226,1740.4368896484375,0.6321952939033508,4.937208652496338,2980.9580078125,0.5821952819824219,0.5699110627174377,0.0001
227,1500.6298828125,0.5514314770698547,5.883822441101074,2980.9580078125,0.5014314651489258,0.5692262649536133,0.0001
228,1701.9312744140625,0.6196263432502747,3.899005889892578,2980.9580078125,0.5696263313293457,0.5692302584648132,0.0001
229,1717.170654296875,0.6247312426567078,3.9210174083709717,2980.9580078125,0.5747312307357788,0.5692852735519409,0.0001
230,1739.890625,0.6323739290237427,3.8584237098693848,2980.9580078125,0.5823739171028137,0.5694161653518677,0.0001
231,2217.365478515625,0.792603075504303,3.6971349716186523,2980.9580078125,0.742603063583374,0.5711480379104614,0.0001
232,2044.0645751953125,0.7344567775726318,3.727616548538208,2980.9580078125,0.6844567656517029,0.5722811222076416,0.0001
233,1778.783935546875,0.6454954743385315,3.637021780014038,2980.9580078125,0.5954954624176025,0.5725132822990417,0.0001
234,2375.941162109375,0.8458276391029358,3.6124136447906494,2980.9580078125,0.7958276271820068,0.5747464299201965,0.0001
235,1516.461669921875,0.5575497150421143,3.4773430824279785,2980.9580078125,0.5075497031211853,0.5740745067596436,0.0001
236,2466.611083984375,0.8760087490081787,4.313645839691162,2980.9580078125,0.8260087370872498,0.576593816280365,0.0001
237,1783.3551025390625,0.6471306085586548,3.333895206451416,2980.9580078125,0.5971305966377258,0.576799213886261,0.0001
238,1723.6514892578125,0.6271110773086548,3.3076181411743164,2980.9580078125,0.5771110653877258,0.5768023133277893,0.0001
239,1498.68408203125,0.5516636967658997,3.2457518577575684,2980.9580078125,0.5016636848449707,0.5760509371757507,0.0001
